Date,CPI Raw,CPI MoM%,CPI 6M % Change,CPI Annualized % Change,Core Raw,Core MoM%,Core 6M % Change,Core Annualized % Change,GDP,Unemployment Rate, SPX , DJI , NDX ,Fed Funds Rate
7/1/1957,28.19,0.3%,1.9%,3.8%,29,0.3%,1.8%,3.5%,,4.2, 47.91 , 508.52 ,,2.99
8/1/1957,28.28,0.3%,1.7%,3.5%,29,0.0%,1.4%,2.8%,,4.1, 45.22 , 484.35 ,,3.24
9/1/1957,28.32,0.1%,1.7%,3.3%,29.1,0.3%,1.4%,2.8%,,4.4, 42.42 , 456.30 ,,3.47
10/1/1957,28.32,0.0%,1.4%,2.8%,29.2,0.3%,1.4%,2.8%,,4.5, 41.06 , 441.04 ,,3.5
11/1/1957,28.41,0.3%,1.5%,2.9%,29.3,0.3%,1.7%,3.5%,,5.1, 41.72 , 449.87 ,,3.28
12/1/1957,28.47,0.2%,1.3%,2.6%,29.3,0.0%,1.4%,2.8%,,5.2, 39.99 , 435.69 ,,2.98
1/1/1958,28.64,0.6%,1.6%,3.2%,29.3,0.0%,1.0%,2.1%,,5.8, 41.70 , 450.02 ,,2.72
2/1/1958,28.7,0.2%,1.5%,3.0%,29.4,0.3%,1.4%,2.8%,,6.4, 40.84 , 439.92 ,,1.67
3/1/1958,28.87,0.6%,1.9%,3.9%,29.5,0.3%,1.4%,2.7%,,6.7, 42.10 , 446.76 ,,1.2
4/1/1958,28.94,0.2%,2.2%,4.4%,29.5,0.0%,1.0%,2.1%,,7.4, 43.44 , 455.86 ,,1.26
5/1/1958,28.94,0.0%,1.9%,3.7%,29.5,0.0%,0.7%,1.4%,,7.4, 44.09 , 462.70 ,,0.63
6/1/1958,28.91,-0.1%,1.5%,3.1%,29.6,0.3%,1.0%,2.0%,,7.3, 45.24 , 478.18 ,,0.93
7/1/1958,28.89,-0.1%,0.9%,1.7%,29.6,0.0%,1.0%,2.0%,,7.5, 47.19 , 502.99 ,,0.68
8/1/1958,28.94,0.2%,0.8%,1.7%,29.6,0.0%,0.7%,1.4%,,7.4, 47.75 , 508.63 ,,1.53
9/1/1958,28.91,-0.1%,0.1%,0.3%,29.7,0.3%,0.7%,1.4%,,7.1, 50.06 , 532.09 ,,1.76
10/1/1958,28.91,0.0%,-0.1%,-0.2%,29.7,0.0%,0.7%,1.4%,,6.7, 51.33 , 543.22 ,,1.8
11/1/1958,28.95,0.1%,0.0%,0.1%,29.8,0.3%,1.0%,2.0%,,6.2, 52.48 , 557.46 ,,2.27
12/1/1958,28.97,0.1%,0.2%,0.4%,29.9,0.3%,1.0%,2.0%,,6.2, 55.21 , 583.65 ,,2.42
1/1/1959,29.01,0.1%,0.4%,0.8%,29.9,0.0%,1.0%,2.0%,,6, 55.45 , 593.96 ,,2.48
2/1/1959,29,0.0%,0.2%,0.4%,29.9,0.0%,1.0%,2.0%,,5.9, 55.41 , 603.50 ,,2.43
3/1/1959,28.97,-0.1%,0.2%,0.4%,30,0.3%,1.0%,2.0%,,5.6, 55.44 , 601.71 ,,2.8
4/1/1959,28.98,0.0%,0.2%,0.5%,30,0.0%,1.0%,2.0%,,5.2, 57.59 , 623.75 ,,2.96
5/1/1959,29.04,0.2%,0.3%,0.6%,30.1,0.3%,1.0%,2.0%,,5.1, 58.68 , 643.79 ,,2.9
6/1/1959,29.11,0.2%,0.5%,1.0%,30.2,0.3%,1.0%,2.0%,,5, 58.47 , 643.60 ,,3.39
7/1/1959,29.15,0.1%,0.5%,1.0%,30.2,0.0%,1.0%,2.0%,,5.1, 60.51 , 674.88 ,,3.47
8/1/1959,29.18,0.1%,0.6%,1.2%,30.2,0.0%,1.0%,2.0%,,5.2, 59.60 , 664.41 ,,3.5
9/1/1959,29.25,0.2%,1.0%,1.9%,30.3,0.3%,1.0%,2.0%,,5.5, 56.88 , 631.68 ,,3.76
10/1/1959,29.35,0.3%,1.3%,2.6%,30.4,0.3%,1.3%,2.7%,,5.7, 57.52 , 646.60 ,,3.98
11/1/1959,29.35,0.0%,1.1%,2.1%,30.4,0.0%,1.0%,2.0%,,5.8, 58.28 , 659.18 ,,4
12/1/1959,29.41,0.2%,1.0%,2.1%,30.5,0.3%,1.0%,2.0%,,5.3, 59.89 , 679.36 ,,3.99
1/1/1960,29.37,-0.1%,0.8%,1.5%,30.5,0.0%,1.0%,2.0%,,5.2, 55.61 , 622.62 ,,3.99
2/1/1960,29.41,0.1%,0.8%,1.6%,30.6,0.3%,1.3%,2.6%,,4.8, 56.12 , 630.12 ,,3.97
3/1/1960,29.41,0.0%,0.5%,1.1%,30.6,0.0%,1.0%,2.0%,,5.4, 55.34 , 616.59 ,,3.84
4/1/1960,29.54,0.4%,0.6%,1.3%,30.6,0.0%,0.7%,1.3%,,5.2, 54.37 , 601.70 ,,3.92
5/1/1960,29.57,0.1%,0.7%,1.5%,30.6,0.0%,0.7%,1.3%,,5.1, 55.83 , 625.50 ,,3.85
6/1/1960,29.61,0.1%,0.7%,1.4%,30.7,0.3%,0.7%,1.3%,,5.4, 56.92 , 640.62 ,,3.32
7/1/1960,29.55,-0.2%,0.6%,1.2%,30.6,-0.3%,0.3%,0.7%,,5.5, 55.51 , 616.73 ,,3.23
8/1/1960,29.61,0.2%,0.7%,1.4%,30.6,0.0%,0.0%,0.0%,,5.6, 56.96 , 625.99 ,,2.98
9/1/1960,29.61,0.0%,0.7%,1.4%,30.6,0.0%,0.0%,0.0%,,5.5, 53.52 , 580.14 ,,2.6
10/1/1960,29.75,0.5%,0.7%,1.4%,30.8,0.7%,0.7%,1.3%,,6.1, 53.39 , 580.36 ,,2.47
11/1/1960,29.78,0.1%,0.7%,1.4%,30.8,0.0%,0.7%,1.3%,,6.1, 55.54 , 597.22 ,,2.44
12/1/1960,29.81,0.1%,0.7%,1.4%,30.7,-0.3%,0.0%,0.0%,,6.6, 58.11 , 615.89 ,,1.98
1/1/1961,29.84,0.1%,1.0%,2.0%,30.8,0.3%,0.7%,1.3%,,6.6, 61.78 , 648.20 ,,1.45
2/1/1961,29.84,0.0%,0.8%,1.6%,30.8,0.0%,0.7%,1.3%,,6.9, 63.44 , 662.08 ,,2.54
3/1/1961,29.84,0.0%,0.8%,1.6%,30.9,0.3%,1.0%,2.0%,,6.9, 65.06 , 676.63 ,,2.02
4/1/1961,29.81,-0.1%,0.2%,0.4%,30.9,0.0%,0.3%,0.6%,,7, 65.31 , 678.71 ,,1.49
5/1/1961,29.84,0.1%,0.2%,0.4%,30.9,0.0%,0.3%,0.6%,,7.1, 66.56 , 696.72 ,,1.98
6/1/1961,29.84,0.0%,0.1%,0.2%,31,0.3%,1.0%,2.0%,,6.9, 64.64 , 683.96 ,,1.73
7/1/1961,29.92,0.3%,0.3%,0.5%,31,0.0%,0.6%,1.3%,,7, 66.76 , 705.37 ,,1.17
8/1/1961,29.94,0.1%,0.3%,0.7%,31.1,0.3%,1.0%,1.9%,,6.6, 68.07 , 719.94 ,,2
9/1/1961,29.98,0.1%,0.5%,0.9%,31.1,0.0%,0.6%,1.3%,,6.7, 66.73 , 701.21 ,,1.88
10/1/1961,29.98,0.0%,0.6%,1.1%,31.1,0.0%,0.6%,1.3%,,6.5, 68.62 , 703.92 ,,2.26
11/1/1961,29.98,0.0%,0.5%,0.9%,31.2,0.3%,1.0%,1.9%,,6.1, 71.32 , 721.60 ,,2.61
12/1/1961,30.01,0.1%,0.6%,1.1%,31.2,0.0%,0.6%,1.3%,,6, 71.55 , 731.14 ,,2.33
1/1/1962,30.04,0.1%,0.4%,0.8%,31.2,0.0%,0.6%,1.3%,,5.8, 68.84 , 700.00 ,,2.15
2/1/1962,30.11,0.2%,0.6%,1.1%,31.2,0.0%,0.3%,0.6%,,5.5, 69.96 , 708.05 ,,2.37
3/1/1962,30.17,0.2%,0.6%,1.3%,31.3,0.3%,0.6%,1.3%,,5.6, 69.55 , 706.95 ,,2.85
4/1/1962,30.21,0.1%,0.8%,1.5%,31.3,0.0%,0.6%,1.3%,,5.6, 65.24 , 665.33 ,,2.78
5/1/1962,30.24,0.1%,0.9%,1.7%,31.4,0.3%,0.6%,1.3%,,5.5, 59.63 , 613.36 ,,2.36
6/1/1962,30.21,-0.1%,0.7%,1.3%,31.4,0.0%,0.6%,1.3%,,5.5, 54.75 , 561.28 ,,2.68
7/1/1962,30.22,0.0%,0.6%,1.2%,31.4,0.0%,0.6%,1.3%,,5.4, 58.23 , 597.93 ,,2.71
8/1/1962,30.28,0.2%,0.6%,1.1%,31.5,0.3%,1.0%,1.9%,,5.7, 59.12 , 609.18 ,,2.93
9/1/1962,30.42,0.5%,0.8%,1.7%,31.5,0.0%,0.6%,1.3%,,5.6, 56.27 , 578.98 ,,2.9
10/1/1962,30.38,-0.1%,0.6%,1.1%,31.5,0.0%,0.6%,1.3%,,5.4, 56.52 , 589.77 ,,2.9
11/1/1962,30.38,0.0%,0.5%,0.9%,31.5,0.0%,0.3%,0.6%,,5.7, 62.26 , 649.30 ,,2.94
12/1/1962,30.38,0.0%,0.6%,1.1%,31.6,0.3%,0.6%,1.3%,,5.5, 63.10 , 652.10 ,,2.93
1/1/1963,30.44,0.2%,0.7%,1.5%,31.5,-0.3%,0.3%,0.6%,,5.7, 66.20 , 682.85 ,,2.92
2/1/1963,30.48,0.1%,0.7%,1.3%,31.6,0.3%,0.3%,0.6%,,5.9, 64.29 , 662.94 ,,3
3/1/1963,30.51,0.1%,0.3%,0.6%,31.7,0.3%,0.6%,1.3%,,5.7, 66.57 , 682.52 ,,2.98
4/1/1963,30.48,-0.1%,0.3%,0.7%,31.7,0.0%,0.6%,1.3%,,5.7, 69.80 , 717.70 ,,2.9
5/1/1963,30.51,0.1%,0.4%,0.9%,31.7,0.0%,0.6%,1.3%,,5.9, 70.80 , 726.96 ,,3
6/1/1963,30.61,0.3%,0.8%,1.5%,31.8,0.3%,0.6%,1.3%,,5.6, 69.37 , 706.88 ,,2.99
7/1/1963,30.69,0.3%,0.8%,1.6%,31.8,0.0%,1.0%,1.9%,,5.6, 69.13 , 695.43 ,,3.02
8/1/1963,30.75,0.2%,0.9%,1.8%,31.9,0.3%,0.9%,1.9%,,5.4, 72.50 , 729.32 ,,3.49
9/1/1963,30.72,-0.1%,0.7%,1.4%,31.9,0.0%,0.6%,1.3%,,5.5, 71.70 , 732.79 ,,3.48
10/1/1963,30.75,0.1%,0.9%,1.8%,32,0.3%,0.9%,1.9%,,5.5, 74.01 , 755.23 ,,3.5
11/1/1963,30.78,0.1%,0.9%,1.8%,32,0.0%,0.9%,1.9%,,5.7, 73.23 , 750.52 ,,3.48
12/1/1963,30.88,0.3%,0.9%,1.8%,32.1,0.3%,0.9%,1.9%,,5.5, 75.02 , 762.95 ,,3.38
1/1/1964,30.94,0.2%,0.8%,1.6%,32.2,0.3%,1.3%,2.5%,,5.6, 77.04 , 785.34 ,,3.48
2/1/1964,30.91,-0.1%,0.5%,1.0%,32.2,0.0%,0.9%,1.9%,,5.4, 77.80 , 800.14 ,,3.48
3/1/1964,30.94,0.1%,0.7%,1.4%,32.2,0.0%,0.9%,1.9%,,5.4, 78.98 , 813.29 ,,3.43
4/1/1964,30.95,0.0%,0.7%,1.3%,32.2,0.0%,0.6%,1.3%,,5.3, 79.46 , 810.77 ,,3.47
5/1/1964,30.98,0.1%,0.6%,1.3%,32.2,0.0%,0.6%,1.3%,,5.1, 80.37 , 820.56 ,,3.5
6/1/1964,31.01,0.1%,0.4%,0.8%,32.3,0.3%,0.6%,1.2%,,5.2, 81.69 , 831.50 ,,3.5
7/1/1964,31.02,0.0%,0.3%,0.5%,32.3,0.0%,0.3%,0.6%,,4.9, 83.18 , 841.10 ,,3.42
8/1/1964,31.05,0.1%,0.5%,0.9%,32.3,0.0%,0.3%,0.6%,,5, 81.83 , 838.48 ,,3.5
9/1/1964,31.08,0.1%,0.5%,0.9%,32.3,0.0%,0.3%,0.6%,,5.1, 84.18 , 875.37 ,,3.45
10/1/1964,31.12,0.1%,0.5%,1.1%,32.4,0.3%,0.6%,1.2%,,5.1, 84.86 , 873.08 ,,3.36
11/1/1964,31.21,0.3%,0.7%,1.5%,32.5,0.3%,0.9%,1.9%,,4.8, 84.42 , 875.43 ,,3.52
12/1/1964,31.25,0.1%,0.8%,1.5%,32.5,0.0%,0.6%,1.2%,,5, 84.75 , 874.13 ,,3.85
1/1/1965,31.28,0.1%,0.8%,1.7%,32.6,0.3%,0.9%,1.9%,,4.9, 87.56 , 902.86 ,,3.9
2/1/1965,31.28,0.0%,0.7%,1.5%,32.6,0.0%,0.9%,1.9%,,5.1, 87.43 , 903.48 ,,3.98
3/1/1965,31.31,0.1%,0.7%,1.5%,32.6,0.0%,0.9%,1.9%,,4.7, 86.16 , 889.05 ,,4.05
4/1/1965,31.38,0.2%,0.8%,1.7%,32.7,0.3%,0.9%,1.9%,,4.8, 89.11 , 922.31 ,,4.09
5/1/1965,31.48,0.3%,0.9%,1.7%,32.7,0.0%,0.6%,1.2%,,4.6, 88.42 , 918.04 ,,4.1
6/1/1965,31.61,0.4%,1.2%,2.3%,32.7,0.0%,0.6%,1.2%,,4.6, 84.12 , 868.03 ,,4.05
7/1/1965,31.58,-0.1%,1.0%,1.9%,32.7,0.0%,0.3%,0.6%,5.2206,4.4, 85.25 , 881.74 ,,4.09
8/1/1965,31.55,-0.1%,0.9%,1.7%,32.7,0.0%,0.3%,0.6%,5.4134,4.4, 87.17 , 893.10 ,,4.12
9/1/1965,31.62,0.2%,1.0%,2.0%,32.8,0.3%,0.6%,1.2%,5.6062,4.3, 89.96 , 930.58 ,,4.02
10/1/1965,31.65,0.1%,0.9%,1.7%,32.8,0.0%,0.3%,0.6%,5.799,4.2, 92.42 , 960.82 ,,4.08
11/1/1965,31.75,0.3%,0.9%,1.7%,32.9,0.3%,0.6%,1.2%,5.919033333,4.1, 91.61 , 946.71 ,,4.1
12/1/1965,31.85,0.3%,0.8%,1.5%,33,0.3%,0.9%,1.8%,6.039066667,4, 92.43 , 969.26 ,,4.32
1/1/1966,31.88,0.1%,0.9%,1.9%,33,0.0%,0.9%,1.8%,6.1591,4, 92.88 , 983.51 ,,4.42
2/1/1966,32.08,0.6%,1.7%,3.4%,33.1,0.3%,1.2%,2.4%,4.883,3.8, 91.22 , 951.89 ,,4.6
3/1/1966,32.18,0.3%,1.8%,3.5%,33.1,0.0%,0.9%,1.8%,3.6069,3.8, 89.23 , 924.77 ,,4.66
4/1/1966,32.28,0.3%,2.0%,4.0%,33.3,0.6%,1.5%,3.0%,2.3308,3.8, 91.06 , 933.68 ,,4.67
5/1/1966,32.35,0.2%,1.9%,3.8%,33.4,0.3%,1.5%,3.0%,3.070933333,3.9, 86.13 , 884.07 ,,4.9
6/1/1966,32.38,0.1%,1.7%,3.3%,33.5,0.3%,1.5%,3.0%,3.811066667,3.8, 84.74 , 870.10 ,,5.17
7/1/1966,32.45,0.2%,1.8%,3.6%,33.6,0.3%,1.8%,3.6%,4.5512,3.8, 83.60 , 847.38 ,,5.3
8/1/1966,32.65,0.6%,1.8%,3.6%,33.7,0.3%,1.8%,3.6%,4.5148,3.8, 77.10 , 788.41 ,,5.53
9/1/1966,32.75,0.3%,1.8%,3.5%,33.8,0.3%,2.1%,4.2%,4.4784,3.7, 76.56 , 774.22 ,,5.4
10/1/1966,32.85,0.3%,1.8%,3.5%,34,0.6%,2.1%,4.2%,4.442,3.7, 80.20 , 807.07 ,,5.53
11/1/1966,32.88,0.1%,1.6%,3.3%,34,0.0%,1.8%,3.6%,2.961333333,3.6, 80.45 , 791.59 ,,5.76
12/1/1966,32.92,0.1%,1.7%,3.3%,34.1,0.3%,1.8%,3.6%,1.480666667,3.8, 80.33 , 785.69 ,,5.4
1/1/1967,32.9,-0.1%,1.4%,2.8%,34.2,0.3%,1.8%,3.6%,0,3.9, 86.61 , 849.89 ,,4.94
2/1/1967,33,0.3%,1.1%,2.1%,34.2,0.0%,1.5%,3.0%,0.794033333,3.8, 86.78 , 839.37 ,,5
3/1/1967,33,0.0%,0.8%,1.5%,34.3,0.3%,1.5%,3.0%,1.588066667,3.8, 90.20 , 865.98 ,,4.53
4/1/1967,33.1,0.3%,0.8%,1.5%,34.4,0.3%,1.2%,2.4%,2.3821,3.8, 94.01 , 897.05 ,,4.05
5/1/1967,33.1,0.0%,0.7%,1.3%,34.5,0.3%,1.5%,2.9%,2.993866667,3.8, 89.08 , 852.56 ,,3.94
6/1/1967,33.3,0.6%,1.2%,2.3%,34.6,0.3%,1.5%,2.9%,3.605633333,3.9, 90.64 , 860.26 ,,3.98
7/1/1967,33.4,0.3%,1.5%,3.0%,34.7,0.3%,1.5%,2.9%,4.2174,3.8, 94.75 , 904.24 ,,3.79
8/1/1967,33.5,0.3%,1.5%,3.0%,34.9,0.6%,2.0%,4.1%,4.3043,3.8, 93.64 , 901.29 ,,3.9
9/1/1967,33.6,0.3%,1.8%,3.6%,35,0.3%,2.0%,4.1%,4.3912,3.8, 96.71 , 926.66 ,,3.99
10/1/1967,33.7,0.3%,1.8%,3.6%,35.1,0.3%,2.0%,4.1%,4.4781,4, 93.30 , 879.74 ,,3.88
11/1/1967,33.9,0.6%,2.4%,4.8%,35.2,0.3%,2.0%,4.1%,5.011566667,3.9, 94.00 , 875.81 ,,4.13
12/1/1967,34,0.3%,2.1%,4.2%,35.4,0.6%,2.3%,4.6%,5.545033333,3.8, 96.47 , 905.11 ,,4.51
1/1/1968,34.1,0.3%,2.1%,4.2%,35.5,0.3%,2.3%,4.6%,6.0785,3.7, 92.24 , 855.47 ,,4.61
2/1/1968,34.2,0.3%,2.1%,4.2%,35.7,0.6%,2.3%,4.6%,5.818733333,3.8, 89.36 , 840.50 ,,4.71
3/1/1968,34.3,0.3%,2.1%,4.2%,35.8,0.3%,2.3%,4.6%,5.558966667,3.7, 90.20 , 840.67 ,,5.05
4/1/1968,34.4,0.3%,2.1%,4.2%,35.9,0.3%,2.3%,4.6%,5.2992,3.5, 97.46 , 912.22 ,,5.76
5/1/1968,34.5,0.3%,1.8%,3.5%,36,0.3%,2.3%,4.5%,5.193133333,3.5, 98.68 , 899.00 ,,6.12
6/1/1968,34.7,0.6%,2.1%,4.1%,36.2,0.6%,2.3%,4.5%,5.087066667,3.7, 99.58 , 897.80 ,,6.07
7/1/1968,34.9,0.6%,2.3%,4.7%,36.4,0.6%,2.5%,5.1%,4.981,3.7, 97.74 , 883.00 ,,6.03
8/1/1968,35,0.3%,2.3%,4.7%,36.5,0.3%,2.2%,4.5%,4.611866667,3.5, 98.86 , 896.01 ,,6.03
9/1/1968,35.1,0.3%,2.3%,4.7%,36.7,0.5%,2.5%,5.0%,4.242733333,3.4, 102.67 , 935.79 ,,5.78
10/1/1968,35.3,0.6%,2.6%,5.2%,36.9,0.5%,2.8%,5.6%,3.8736,3.4, 103.41 , 952.39 ,,5.91
11/1/1968,35.4,0.3%,2.6%,5.2%,37.1,0.5%,3.1%,6.1%,3.558033333,3.4, 108.37 , 985.08 ,,5.82
12/1/1968,35.6,0.6%,2.6%,5.2%,37.2,0.3%,2.8%,5.5%,3.242466667,3.4, 103.86 , 943.75 ,,6.02
1/1/1969,35.7,0.3%,2.3%,4.6%,37.3,0.3%,2.5%,4.9%,2.9269,3.4, 103.01 , 946.05 ,,6.3
2/1/1969,35.8,0.3%,2.3%,4.6%,37.6,0.8%,3.0%,6.0%,2.7325,3.4, 98.13 , 905.21 ,,6.61
3/1/1969,36.1,0.8%,2.8%,5.7%,37.8,0.5%,3.0%,6.0%,2.5381,3.4, 101.51 , 935.48 ,,6.79
4/1/1969,36.3,0.6%,2.8%,5.7%,38.1,0.8%,3.3%,6.5%,2.3437,3.4, 103.69 , 950.18 ,,7.41
5/1/1969,36.4,0.3%,2.8%,5.6%,38.1,0.0%,2.7%,5.4%,2.246533333,3.4, 103.46 , 937.56 ,,8.67
6/1/1969,36.6,0.5%,2.8%,5.6%,38.3,0.5%,3.0%,5.9%,2.149366667,3.5, 97.71 , 873.19 ,,8.9
7/1/1969,36.8,0.5%,3.1%,6.2%,38.5,0.5%,3.2%,6.4%,2.0522,3.5, 91.83 , 815.47 ,,8.61
8/1/1969,36.9,0.3%,3.1%,6.1%,38.7,0.5%,2.9%,5.9%,1.3499,3.5, 95.51 , 836.72 ,,9.19
9/1/1969,37.1,0.5%,2.8%,5.5%,38.9,0.5%,2.9%,5.8%,0.6476,3.7, 93.12 , 813.09 ,,9.15
10/1/1969,37.3,0.5%,2.8%,5.5%,39.1,0.5%,2.6%,5.2%,-0.0547,3.7, 97.12 , 855.99 ,,9
11/1/1969,37.5,0.5%,3.0%,6.0%,39.2,0.3%,2.9%,5.8%,-0.563133333,3.5, 93.81 , 812.30 ,,8.85
12/1/1969,37.7,0.5%,3.0%,6.0%,39.4,0.5%,2.9%,5.7%,-1.071566667,3.5, 92.06 , 800.36 ,,8.97
1/1/1970,37.9,0.5%,3.0%,6.0%,39.6,0.5%,2.9%,5.7%,-1.58,3.9, 85.02 , 744.06 ,,8.98
2/1/1970,38.1,0.5%,3.3%,6.5%,39.8,0.5%,2.8%,5.7%,-0.961133333,4.2, 89.50 , 777.59 ,,8.98
3/1/1970,38.3,0.5%,3.2%,6.5%,40.1,0.8%,3.1%,6.2%,-0.342266667,4.4, 89.63 , 785.57 ,,7.76
4/1/1970,38.5,0.5%,3.2%,6.4%,40.4,0.7%,3.3%,6.6%,0.2766,4.6, 81.52 , 736.07 ,,8.1
5/1/1970,38.6,0.3%,2.9%,5.9%,40.5,0.2%,3.3%,6.6%,0.6652,4.8, 76.55 , 700.44 ,,7.95
6/1/1970,38.8,0.5%,2.9%,5.8%,40.8,0.7%,3.6%,7.1%,1.0538,4.9, 72.72 , 683.53 ,,7.61
7/1/1970,38.9,0.3%,2.6%,5.3%,40.9,0.2%,3.3%,6.6%,1.4424,5, 78.05 , 734.12 ,,7.21
8/1/1970,39,0.3%,2.4%,4.7%,41.1,0.5%,3.3%,6.5%,-0.142566667,5.1, 81.52 , 764.58 ,,6.62
